Hotel_Name,Descriptions
Park International Hotel,"['photos', 'good']"
The Montcalm At Brewery London City,"['next', 'nice']"
H tel Lancaster Paris Champs Elys es,"['old', 'nice']"
Best Western Premier Op ra Li ge,"['small', 'much', 'communal', 'nice']"
Hotel Okura Amsterdam,"['hire', 'great', 'poor', 'nice', 'top', 'quiet', 'safe', 'fantastic', 'be', 'canal', 'stay', 'pleasant', 'residential', 'own']"
Crowne Plaza Amsterdam South,"['main', 'helpful', 'relax', 'available']"
Sunotel Club Central,['nice']
Hotel Auriga,"['overall', 'good', 'nice', 'classic', 'get', 'stylish', 'see', 'stay', 'pleasant', 'happy', 'spacious']"
