Hotel_Name,Descriptions
Lancaster London,"['succeed', 'hot', 'good', 'buffet', 'full', 'old', 'excessive', 'general', 'enough', 'same', 'add', 'keep']"
Catalonia Barcelona 505,"['narrow', 'other', 'star', 'complete', 'close', 'nice', 'helpful', 'loud', 'horrible']"
Arthotel ANA Westbahn,"['great', 'normal', 'hard', 'quiet', 'safe', 'modern', 'sound', 'polite', 'store', 'request', 'fault', 'usual', 'guess', 'say', 'renovated', 'quite', 'expect', 'helpful', 'silent', 'come', 'nice', 'free', 'real', 'be', 'next', 'long', 'fresh', 'use', 'overall', 'backyard', 'amazing', 'few', 'okay', 'need']"
